timestamp,machine_id,utilization_percent,temperature,vibration,status
2025-01-01 14:50:00,0,68,57,0.62,NORMAL
2025-01-01 14:55:00,0,97,97,0.76,RISK
2025-01-01 15:00:00,0,44,54,0.62,NORMAL
2025-01-01 15:05:00,0,99,90,0.77,RISK
2025-01-01 15:10:00,0,74,77,0.38,NORMAL
2025-01-01 15:15:00,0,73,99,0.37,RISK
2025-01-01 15:20:00,0,45,69,0.58,NORMAL
2025-01-01 15:25:00,0,51,92,0.72,RISK
2025-01-01 15:30:00,0,87,94,0.43,RISK
2025-01-01 15:35:00,0,76,60,0.96,RISK
2025-01-01 15:40:00,0,50,91,0.9,RISK
2025-01-01 15:45:00,0,81,85,0.62,NORMAL
2025-01-01 15:50:00,0,47,97,0.57,RISK
2025-01-01 15:55:00,0,58,85,0.35,NORMAL
2025-01-01 16:00:00,0,73,88,0.82,RISK
2025-01-01 16:05:00,0,94,62,0.26,NORMAL
2025-01-01 16:10:00,0,81,57,0.57,NORMAL
2025-01-01 16:15:00,0,62,86,0.4,RISK
2025-01-01 16:20:00,0,81,61,0.42,NORMAL
2025-01-01 16:25:00,0,62,66,0.58,NORMAL
2025-01-01 16:30:00,0,49,70,1.0,RISK
2025-01-01 16:35:00,0,48,55,0.81,RISK
2025-01-01 16:40:00,0,50,60,0.75,NORMAL
2025-01-01 16:45:00,0,56,71,0.47,NORMAL
2025-01-01 16:50:00,0,93,66,0.49,NORMAL
2025-01-01 16:55:00,0,71,59,0.32,NORMAL
2025-01-01 17:00:00,0,66,81,0.61,NORMAL
2025-01-01 17:05:00,0,55,66,0.64,NORMAL
2025-01-01 17:10:00,0,66,55,0.56,NORMAL
2025-01-01 17:15:00,0,77,56,0.16,NORMAL
2025-01-01 17:20:00,0,49,63,0.8,NORMAL
2025-01-01 17:25:00,0,80,81,0.23,NORMAL
2025-01-01 17:30:00,0,100,89,0.51,RISK
2025-01-01 17:35:00,0,50,62,0.29,NORMAL
2025-01-01 17:40:00,0,50,77,0.57,NORMAL
2025-01-01 17:45:00,0,76,51,0.7,NORMAL
2025-01-01 17:50:00,0,93,74,0.99,RISK
2025-01-01 17:55:00,0,65,58,0.16,NORMAL
2025-01-01 18:00:00,0,52,94,0.9,RISK
2025-01-01 18:05:00,0,80,75,0.54,NORMAL
2025-01-01 18:10:00,0,79,64,0.96,RISK
2025-01-01 18:15:00,0,40,80,0.12,NORMAL
2025-01-01 18:20:00,0,75,63,0.13,NORMAL
2025-01-01 18:25:00,0,83,86,0.65,RISK
2025-01-01 18:30:00,0,78,93,0.72,RISK
2025-01-01 18:35:00,0,54,78,0.22,NORMAL
2025-01-01 18:40:00,0,73,91,0.33,RISK
2025-01-01 18:45:00,0,50,99,0.29,RISK
2025-01-01 18:50:00,0,89,60,0.82,RISK
2025-01-01 18:55:00,0,86,98,0.13,RISK
2025-01-01 19:00:00,0,77,73,0.94,RISK
2025-01-01 19:05:00,0,56,70,0.38,NORMAL
2025-01-01 19:10:00,0,72,86,0.13,RISK
2025-01-01 19:15:00,0,59,88,0.82,RISK
2025-01-01 19:20:00,0,67,84,0.68,NORMAL
2025-01-01 19:25:00,0,49,96,0.41,RISK
2025-01-01 19:30:00,0,96,98,0.16,RISK
2025-01-01 19:35:00,0,71,64,0.78,NORMAL
2025-01-01 19:40:00,0,67,90,0.6,RISK
2025-01-01 19:45:00,0,71,65,0.91,RISK
2025-01-01 19:50:00,0,62,92,0.3,RISK
2025-01-01 19:55:00,0,70,83,0.82,RISK
2025-01-01 20:00:00,0,67,72,0.34,NORMAL
2025-01-01 20:05:00,0,88,99,0.39,RISK
2025-01-01 20:10:00,0,72,68,0.59,NORMAL
2025-01-01 20:15:00,0,78,77,0.46,NORMAL
2025-01-01 20:20:00,0,58,97,0.39,RISK
2025-01-01 20:25:00,0,92,56,0.96,RISK
2025-01-01 20:30:00,0,99,51,0.72,NORMAL
2025-01-01 20:35:00,0,93,93,0.92,RISK
2025-01-01 20:40:00,0,95,83,0.94,RISK
2025-01-01 20:45:00,0,76,58,0.23,NORMAL
2025-01-01 20:50:00,0,45,80,0.83,RISK
2025-01-01 20:55:00,0,63,71,0.21,NORMAL
2025-01-01 21:00:00,0,58,66,0.56,NORMAL
2025-01-01 21:05:00,0,56,65,0.69,NORMAL
2025-01-01 21:10:00,0,70,78,0.25,NORMAL
2025-01-01 21:15:00,0,74,91,0.68,RISK
2025-01-01 21:20:00,0,93,95,0.33,RISK
2025-01-01 21:25:00,0,83,76,0.86,RISK
2025-01-01 21:30:00,0,95,61,0.26,NORMAL
2025-01-01 21:35:00,0,47,95,0.65,RISK
2025-01-01 21:40:00,0,70,98,0.33,RISK
2025-01-01 21:45:00,0,91,78,0.73,NORMAL
2025-01-01 21:50:00,0,63,64,0.73,NORMAL
2025-01-01 21:55:00,0,94,82,0.19,NORMAL
2025-01-01 22:00:00,0,65,61,0.31,NORMAL
2025-01-01 22:05:00,0,81,59,0.83,RISK
2025-01-01 22:10:00,0,74,80,0.55,NORMAL
2025-01-01 22:15:00,0,75,74,0.16,NORMAL
2025-01-01 22:20:00,0,51,95,0.98,RISK
2025-01-01 22:25:00,0,57,70,0.67,NORMAL
2025-01-01 22:30:00,0,49,56,0.39,NORMAL
2025-01-01 22:35:00,0,40,74,0.92,RISK
2025-01-01 22:40:00,0,43,51,0.97,RISK
2025-01-01 22:45:00,0,54,98,0.59,RISK
2025-01-01 22:50:00,0,90,63,0.79,NORMAL
2025-01-01 22:55:00,0,83,100,0.95,RISK
2025-01-01 23:00:00,0,46,70,0.5,NORMAL
2025-01-01 23:05:00,0,74,71,0.23,NORMAL
2025-01-01 23:10:00,0,75,80,0.18,NORMAL
2025-01-01 23:15:00,0,60,76,0.97,RISK
2025-01-01 23:20:00,0,82,75,0.19,NORMAL
2025-01-01 23:25:00,0,43,80,0.81,RISK
2025-01-01 23:30:00,0,95,100,0.46,RISK
2025-01-01 23:35:00,0,49,59,0.25,NORMAL
2025-01-01 23:40:00,0,47,58,0.88,RISK
2025-01-01 23:45:00,0,58,96,0.27,RISK
2025-01-01 23:50:00,0,68,62,0.25,NORMAL
2025-01-01 23:55:00,0,62,94,0.38,RISK
2025-01-02 00:00:00,0,74,98,0.4,RISK
2025-01-02 00:05:00,0,58,72,0.75,NORMAL
2025-01-02 00:10:00,0,73,85,0.97,RISK
2025-01-02 00:15:00,0,48,65,0.77,NORMAL
2025-01-02 00:20:00,0,63,79,0.96,RISK
2025-01-02 00:25:00,0,41,79,0.57,NORMAL
2025-01-02 00:30:00,0,66,71,0.42,NORMAL
2025-01-02 00:35:00,0,58,81,0.92,RISK
2025-01-02 00:40:00,0,54,97,0.71,RISK
2025-01-02 00:45:00,0,94,79,0.81,RISK
2025-01-02 00:50:00,0,69,52,0.28,NORMAL
2025-01-02 00:55:00,0,80,89,0.56,RISK
2025-01-02 01:00:00,0,88,100,0.82,RISK
2025-01-02 01:05:00,0,74,90,0.76,RISK
2025-01-02 01:10:00,0,44,84,0.7,NORMAL
2025-01-02 01:15:00,0,50,94,0.42,RISK
2025-01-02 01:20:00,0,97,79,0.6,NORMAL
2025-01-02 01:25:00,0,73,85,0.12,NORMAL
2025-01-02 01:30:00,0,69,65,0.88,RISK
2025-01-02 01:35:00,0,84,75,0.12,NORMAL
2025-01-02 01:40:00,0,80,81,0.54,NORMAL
2025-01-02 01:45:00,0,90,90,0.34,RISK
2025-01-02 01:50:00,0,55,78,0.5,NORMAL
2025-01-02 01:55:00,0,74,98,0.73,RISK
2025-01-02 02:00:00,0,86,58,0.23,NORMAL
2025-01-02 02:05:00,0,44,95,0.82,RISK
2025-01-02 02:10:00,0,63,79,0.27,NORMAL
2025-01-02 02:15:00,0,51,69,0.39,NORMAL
2025-01-02 02:20:00,0,93,51,0.58,NORMAL
2025-01-02 02:25:00,0,59,61,0.57,NORMAL
2025-01-02 02:30:00,0,81,91,1.0,RISK
2025-01-02 02:35:00,0,74,75,0.88,RISK
2025-01-02 02:40:00,0,81,74,0.22,NORMAL
2025-01-02 02:45:00,0,88,67,0.54,NORMAL
2025-01-02 02:50:00,0,90,67,0.38,NORMAL
2025-01-02 02:55:00,0,97,87,0.46,RISK
2025-01-02 03:00:00,0,97,59,0.12,NORMAL
2025-01-02 03:05:00,0,74,85,0.47,NORMAL
2025-01-02 03:10:00,0,95,51,0.61,NORMAL
2025-01-02 03:15:00,0,75,53,0.48,NORMAL
2025-01-02 03:20:00,0,49,71,0.24,NORMAL
2025-01-02 03:25:00,0,86,58,0.9,RISK
2025-01-02 03:30:00,0,78,77,0.89,RISK
2025-01-02 03:35:00,0,99,68,0.31,NORMAL
2025-01-02 03:40:00,0,100,81,0.95,RISK
2025-01-02 03:45:00,0,72,74,0.5,NORMAL
2025-01-02 03:50:00,0,86,64,0.6,NORMAL
2025-01-02 03:55:00,0,67,95,0.98,RISK
2025-01-02 04:00:00,0,65,53,0.56,NORMAL
2025-01-02 04:05:00,0,45,51,0.51,NORMAL
2025-01-02 04:10:00,0,55,77,0.17,NORMAL
2025-01-02 04:15:00,0,88,99,0.51,RISK
2025-01-02 04:20:00,0,59,87,0.21,RISK
2025-01-02 04:25:00,0,67,79,0.4,NORMAL
2025-01-02 04:30:00,0,52,90,0.25,RISK
2025-01-02 04:35:00,0,100,82,0.52,NORMAL
2025-01-02 04:40:00,0,57,100,0.77,RISK
2025-01-02 04:45:00,0,72,94,0.74,RISK
2025-01-02 04:50:00,0,82,55,0.14,NORMAL
2025-01-02 04:55:00,0,83,99,0.67,RISK
2025-01-02 05:00:00,0,73,66,0.3,NORMAL
2025-01-02 05:05:00,0,87,60,0.16,NORMAL
2025-01-02 05:10:00,0,49,62,0.73,NORMAL
2025-01-02 05:15:00,0,75,76,0.59,NORMAL
2025-01-02 05:20:00,0,90,80,0.68,NORMAL
2025-01-02 05:25:00,0,82,55,0.62,NORMAL
2025-01-02 05:30:00,0,77,90,0.45,RISK
2025-01-02 05:35:00,0,67,58,0.43,NORMAL
2025-01-02 05:40:00,0,79,87,0.31,RISK
2025-01-02 05:45:00,0,71,61,0.96,RISK
2025-01-02 05:50:00,0,62,79,0.71,NORMAL
2025-01-02 05:55:00,0,98,66,0.82,RISK
2025-01-02 06:00:00,0,44,74,0.41,NORMAL
2025-01-02 06:05:00,0,81,85,0.19,NORMAL
2025-01-02 06:10:00,0,44,98,0.23,RISK
2025-01-02 06:15:00,0,69,94,0.1,RISK
2025-01-02 06:20:00,0,70,95,0.39,RISK
2025-01-02 06:25:00,0,85,51,1.0,RISK
2025-01-02 06:30:00,0,90,92,0.41,RISK
2025-01-02 06:35:00,0,43,95,0.28,RISK
2025-01-02 06:40:00,0,84,85,0.79,NORMAL
2025-01-02 06:45:00,0,45,84,0.83,RISK
2025-01-02 06:50:00,0,61,60,0.88,RISK
2025-01-02 06:55:00,0,97,52,0.68,NORMAL
2025-01-02 07:00:00,0,65,71,0.13,NORMAL
2025-01-02 07:05:00,0,70,96,0.79,RISK
2025-01-02 07:10:00,0,63,94,0.48,RISK
2025-01-02 07:15:00,0,94,74,0.53,NORMAL
2025-01-02 07:20:00,0,54,93,0.92,RISK
2025-01-02 07:25:00,0,90,99,0.7,RISK
2025-01-02 07:30:00,0,44,77,0.48,NORMAL
2025-01-02 07:35:00,0,77,81,0.93,RISK
2025-01-02 07:40:00,0,85,59,0.45,NORMAL
2025-01-02 07:45:00,0,71,79,0.14,NORMAL
2025-01-02 07:50:00,0,100,89,0.14,RISK
2025-01-02 07:55:00,0,58,75,0.11,NORMAL
2025-01-02 08:00:00,0,59,93,0.2,RISK
2025-01-02 08:05:00,0,42,87,0.83,RISK
2025-01-02 08:10:00,0,54,66,0.46,NORMAL
2025-01-02 08:15:00,0,56,91,0.57,RISK
2025-01-02 08:20:00,0,49,91,0.36,RISK
2025-01-02 08:25:00,0,81,89,0.6,RISK
2025-01-02 08:30:00,0,58,89,0.13,RISK
2025-01-02 08:35:00,0,73,95,0.97,RISK
2025-01-02 08:40:00,0,94,73,0.5,NORMAL
2025-01-02 08:45:00,0,44,87,0.46,RISK
2025-01-02 08:50:00,0,98,70,0.71,NORMAL
2025-01-02 08:55:00,0,62,75,0.84,RISK
2025-01-02 09:00:00,0,53,75,0.52,NORMAL
2025-01-02 09:05:00,0,51,60,0.67,NORMAL
2025-01-02 09:10:00,0,99,65,0.4,NORMAL
2025-01-02 09:15:00,0,42,58,0.39,NORMAL
2025-01-02 09:20:00,0,59,94,0.96,RISK
2025-01-02 09:25:00,0,48,79,0.32,NORMAL
2025-01-02 09:30:00,0,97,54,0.73,NORMAL
2025-01-02 09:35:00,0,87,77,0.28,NORMAL
2025-01-02 09:40:00,0,71,50,0.16,NORMAL
2025-01-02 09:45:00,0,73,69,0.63,NORMAL
2025-01-02 09:50:00,0,75,88,0.68,RISK
2025-01-02 09:55:00,0,100,75,0.18,NORMAL
2025-01-02 10:00:00,0,69,89,0.16,RISK
2025-01-02 10:05:00,0,40,67,0.96,RISK
2025-01-02 10:10:00,0,86,60,0.45,NORMAL
2025-01-02 10:15:00,0,90,60,0.74,NORMAL
2025-01-02 10:20:00,0,70,76,0.17,NORMAL
2025-01-02 10:25:00,0,65,73,0.61,NORMAL
2025-01-02 10:30:00,0,73,94,0.37,RISK
2025-01-02 10:35:00,0,98,70,0.22,NORMAL
2025-01-02 10:40:00,0,43,60,0.68,NORMAL
2025-01-02 10:45:00,0,40,72,0.53,NORMAL
2025-01-02 10:50:00,0,50,51,1.0,RISK
2025-01-02 10:55:00,0,91,84,0.77,NORMAL
2025-01-02 11:00:00,0,56,83,0.75,NORMAL
2025-01-02 11:05:00,0,98,87,0.33,RISK
2025-01-02 11:10:00,0,65,63,0.99,RISK
2025-01-02 11:15:00,0,67,75,0.72,NORMAL
2025-01-02 11:20:00,0,59,72,0.87,RISK
2025-01-02 11:25:00,0,88,93,0.65,RISK
2025-01-02 11:30:00,0,69,72,0.45,NORMAL
2025-01-02 11:35:00,0,80,62,0.61,NORMAL
2025-01-02 11:40:00,0,74,68,0.58,NORMAL
2025-01-02 11:45:00,0,55,62,0.7,NORMAL
2025-01-02 11:50:00,0,91,77,0.41,NORMAL
2025-01-02 11:55:00,0,50,99,0.44,RISK
2025-01-02 12:00:00,0,40,71,0.5,NORMAL
2025-01-02 12:05:00,0,78,59,0.25,NORMAL
2025-01-02 12:10:00,0,75,61,0.45,NORMAL
2025-01-02 12:15:00,0,53,73,0.11,NORMAL
2025-01-02 12:20:00,0,52,80,0.78,NORMAL
2025-01-02 12:25:00,0,40,93,0.49,RISK
2025-01-02 12:30:00,0,100,73,0.15,NORMAL
2025-01-02 12:35:00,0,41,52,0.75,NORMAL
2025-01-02 12:40:00,0,65,95,0.82,RISK
2025-01-02 12:45:00,0,62,93,0.99,RISK
2025-01-02 12:50:00,0,98,75,0.53,NORMAL
2025-01-02 12:55:00,0,52,71,0.35,NORMAL
2025-01-02 13:00:00,0,96,90,0.92,RISK
2025-01-02 13:05:00,0,64,76,0.98,RISK
2025-01-02 13:10:00,0,93,83,0.31,NORMAL
2025-01-02 13:15:00,0,41,62,0.97,RISK
2025-01-02 13:20:00,0,43,92,0.92,RISK
2025-01-02 13:25:00,0,97,76,0.73,NORMAL
2025-01-02 13:30:00,0,88,77,0.61,NORMAL
2025-01-02 13:35:00,0,61,72,0.36,NORMAL
2025-01-02 13:40:00,0,42,78,0.34,NORMAL
2025-01-02 13:45:00,0,72,98,0.64,RISK
2025-01-02 13:50:00,0,96,54,0.59,NORMAL
2025-01-02 13:55:00,0,75,89,0.25,RISK
2025-01-02 14:00:00,0,46,62,0.3,NORMAL
2025-01-02 14:05:00,0,88,86,0.35,RISK
2025-01-02 14:10:00,0,92,69,0.38,NORMAL
2025-01-02 14:15:00,0,64,85,0.44,NORMAL
2025-01-02 14:20:00,0,43,93,0.12,RISK
2025-01-02 14:25:00,0,63,56,0.51,NORMAL
2025-01-02 14:30:00,0,54,65,0.82,RISK
2025-01-02 14:35:00,0,97,83,0.69,NORMAL
2025-01-02 14:40:00,0,44,100,0.44,RISK
2025-01-02 14:45:00,0,86,86,0.83,RISK
2025-01-02 14:50:00,0,65,75,0.47,NORMAL
2025-01-02 14:55:00,0,42,69,0.4,NORMAL
2025-01-02 15:00:00,0,78,77,0.63,NORMAL
2025-01-02 15:05:00,0,85,97,0.13,RISK
2025-01-02 15:10:00,0,95,79,0.34,NORMAL
2025-01-02 15:15:00,0,56,98,0.18,RISK
2025-01-02 15:20:00,0,45,50,0.24,NORMAL
2025-01-02 15:25:00,0,98,57,0.12,NORMAL
2025-01-02 15:30:00,0,68,92,0.27,RISK
2025-01-02 15:35:00,0,84,87,0.77,RISK
2025-01-02 15:40:00,0,77,85,0.7,NORMAL
2025-01-02 15:45:00,0,70,57,0.61,NORMAL
2025-01-02 15:50:00,0,75,70,0.44,NORMAL
2025-01-02 15:55:00,0,99,93,0.75,RISK
2025-01-02 16:00:00,0,58,77,0.87,RISK
2025-01-02 16:05:00,0,70,74,0.9,RISK
2025-01-02 16:10:00,0,56,62,0.17,NORMAL
2025-01-02 16:15:00,0,92,76,0.19,NORMAL
2025-01-02 16:20:00,0,68,78,0.46,NORMAL
2025-01-02 16:25:00,0,90,57,0.37,NORMAL
2025-01-02 16:30:00,0,61,96,0.53,RISK
2025-01-02 16:35:00,0,76,55,0.12,NORMAL
2025-01-02 16:40:00,0,79,76,0.46,NORMAL
2025-01-02 16:45:00,0,87,86,0.51,RISK
2025-01-02 16:50:00,0,91,87,0.48,RISK
2025-01-02 16:55:00,0,47,61,0.96,RISK
2025-01-02 17:00:00,0,98,60,0.97,RISK
2025-01-02 17:05:00,0,58,54,0.12,NORMAL
2025-01-02 17:10:00,0,83,63,0.57,NORMAL
2025-01-02 17:15:00,0,99,98,0.96,RISK
2025-01-02 17:20:00,0,48,82,0.46,NORMAL
2025-01-02 17:25:00,0,76,67,0.29,NORMAL
2025-01-02 17:30:00,0,82,74,0.8,NORMAL
2025-01-02 17:35:00,0,48,97,0.95,RISK
2025-01-02 17:40:00,0,40,81,0.64,NORMAL
2025-01-02 17:45:00,0,60,82,0.41,NORMAL
2025-01-02 17:50:00,0,44,98,0.37,RISK
2025-01-02 17:55:00,0,89,80,0.36,NORMAL
2025-01-02 18:00:00,0,51,57,0.58,NORMAL
2025-01-02 18:05:00,0,97,69,0.21,NORMAL
2025-01-02 18:10:00,0,48,60,0.88,RISK
2025-01-02 18:15:00,0,93,73,0.5,NORMAL
2025-01-02 18:20:00,0,97,82,0.14,NORMAL
2025-01-02 18:25:00,0,84,76,0.61,NORMAL
2025-01-02 18:30:00,0,40,78,0.6,NORMAL
2025-01-02 18:35:00,0,73,60,0.94,RISK
2025-01-02 18:40:00,0,68,82,0.92,RISK
2025-01-02 18:45:00,0,92,91,0.28,RISK
2025-01-02 18:50:00,0,63,84,0.61,NORMAL
2025-01-02 18:55:00,0,46,53,0.85,RISK
2025-01-02 19:00:00,0,78,87,0.75,RISK
2025-01-02 19:05:00,0,97,59,0.32,NORMAL
2025-01-02 19:10:00,0,50,87,0.66,RISK
2025-01-02 19:15:00,0,91,82,0.88,RISK
2025-01-02 19:20:00,0,76,54,0.98,RISK
2025-01-02 19:25:00,0,73,67,0.66,NORMAL
2025-01-02 19:30:00,0,79,59,0.74,NORMAL
2025-01-02 19:35:00,0,61,96,0.79,RISK
2025-01-02 19:40:00,0,92,90,0.12,RISK
2025-01-02 19:45:00,0,83,69,0.7,NORMAL
2025-01-02 19:50:00,0,56,64,0.78,NORMAL
2025-01-02 19:55:00,0,57,80,0.68,NORMAL
2025-01-02 20:00:00,0,54,59,0.23,NORMAL
2025-01-02 20:05:00,0,46,75,0.87,RISK
2025-01-02 20:10:00,0,61,87,0.94,RISK
2025-01-02 20:15:00,0,61,86,0.41,RISK
2025-01-02 20:20:00,0,59,59,0.63,NORMAL
2025-01-02 20:25:00,0,91,69,0.79,NORMAL
2025-01-02 20:30:00,0,97,84,0.87,RISK
2025-01-02 20:35:00,0,86,50,0.53,NORMAL
2025-01-02 20:40:00,0,86,84,0.67,NORMAL
2025-01-02 20:45:00,0,68,62,0.61,NORMAL
2025-01-02 20:50:00,0,48,73,0.66,NORMAL
2025-01-02 20:55:00,0,100,97,0.97,RISK
2025-01-02 21:00:00,0,92,85,0.74,NORMAL
2025-01-02 21:05:00,0,44,51,0.82,RISK
2025-01-02 21:10:00,0,60,59,0.44,NORMAL
2025-01-02 21:15:00,0,89,85,0.64,NORMAL
2025-01-02 21:20:00,0,100,83,0.94,RISK
2025-01-02 21:25:00,0,76,98,0.42,RISK
2025-01-02 21:30:00,0,92,81,0.98,RISK
2025-01-02 21:35:00,0,88,83,0.36,NORMAL
2025-01-02 21:40:00,0,53,79,0.53,NORMAL
2025-01-02 21:45:00,0,73,97,0.13,RISK
2025-01-02 21:50:00,0,67,72,0.92,RISK
2025-01-02 21:55:00,0,92,73,0.59,NORMAL
2025-01-02 22:00:00,0,97,51,0.17,NORMAL
2025-01-02 22:05:00,0,71,95,0.74,RISK
2025-01-02 22:10:00,0,96,52,0.38,NORMAL
2025-01-02 22:15:00,0,61,80,0.77,NORMAL
2025-01-02 22:20:00,0,89,91,0.19,RISK
2025-01-02 22:25:00,0,89,62,0.41,NORMAL
2025-01-02 22:30:00,0,93,59,0.7,NORMAL
2025-01-02 22:35:00,0,62,65,0.96,RISK
2025-01-02 22:40:00,0,84,78,0.38,NORMAL
2025-01-02 22:45:00,0,68,80,0.7,NORMAL
2025-01-02 22:50:00,0,72,52,0.64,NORMAL
2025-01-02 22:55:00,0,40,92,0.35,RISK
2025-01-02 23:00:00,0,83,93,0.12,RISK
2025-01-02 23:05:00,0,77,60,0.58,NORMAL
2025-01-02 23:10:00,0,88,88,0.22,RISK
2025-01-02 23:15:00,0,82,65,0.18,NORMAL
2025-01-02 23:20:00,0,100,57,0.92,RISK
2025-01-02 23:25:00,0,96,62,0.11,NORMAL
2025-01-02 23:30:00,0,61,84,0.5,NORMAL
2025-01-02 23:35:00,0,41,53,0.57,NORMAL
2025-01-02 23:40:00,0,89,90,0.36,RISK
2025-01-02 23:45:00,0,40,85,0.51,NORMAL
2025-01-02 23:50:00,0,90,77,0.46,NORMAL
2025-01-02 23:55:00,0,82,82,0.61,NORMAL
2025-01-03 00:00:00,0,84,96,0.37,RISK
2025-01-03 00:05:00,0,43,92,0.72,RISK
2025-01-03 00:10:00,0,57,57,0.33,NORMAL
2025-01-03 00:15:00,0,75,94,0.98,RISK
2025-01-03 00:20:00,0,89,61,0.92,RISK
2025-01-03 00:25:00,0,83,81,0.41,NORMAL
2025-01-03 00:30:00,0,92,94,0.66,RISK
2025-01-03 00:35:00,0,80,89,0.52,RISK
2025-01-03 00:40:00,0,77,73,0.98,RISK
2025-01-03 00:45:00,0,90,55,0.74,NORMAL
2025-01-03 00:50:00,0,67,67,0.78,NORMAL
2025-01-03 00:55:00,0,73,97,0.68,RISK
2025-01-03 01:00:00,0,58,77,0.52,NORMAL
2025-01-03 01:05:00,0,61,51,0.89,RISK
2025-01-03 01:10:00,0,88,54,0.36,NORMAL
2025-01-03 01:15:00,0,73,84,0.95,RISK
